,parents,has_nurs,form,children,housing,finance,social,health,target
1990,2,1,1,0,1,1,0,1,1
5242,1,2,0,1,0,0,2,1,1
3025,2,0,3,0,0,0,0,1,1
10650,0,1,1,1,0,1,2,2,1
1509,2,2,3,3,1,1,1,2,1
784,2,3,2,2,2,1,0,1,1
7499,1,0,3,2,1,1,0,0,0
3991,2,4,3,1,1,1,2,1,3
6989,1,0,0,1,2,0,2,0,0
12214,0,4,0,2,0,1,0,1,3
7638,1,0,2,1,2,0,1,2,3
9344,0,3,2,1,0,0,0,0,0
1711,2,2,2,3,1,0,0,1,1
6335,1,1,1,1,0,1,1,0,0
10118,0,2,3,3,2,0,0,0,0
8802,0,3,0,3,0,0,0,2,1
5932,1,2,2,1,1,1,0,1,1
191,2,3,0,3,2,1,0,0,0
3719,2,4,1,0,1,1,0,0,0
7438,1,0,3,1,1,0,2,1,3
11558,0,0,1,2,0,0,0,0,0
2848,2,0,1,0,1,0,2,1,3
9692,0,2,0,3,2,0,1,0,0
4764,1,3,3,0,0,1,2,2,4
2259,2,1,3,1,1,1,0,2,1
12479,0,4,1,3,0,0,2,0,0
3888,2,4,3,0,0,0,0,2,1
10434,0,1,0,1,0,1,2,2,1
9005,0,3,1,2,1,0,2,0,0
5665,1,2,3,0,1,1,2,1,1
5572,1,2,1,3,0,1,0,1,1
7244,1,0,1,2,0,0,1,0,0
10891,0,1,3,1,1,0,0,1,3
6821,1,1,2,2,0,1,1,0,0
11714,0,0,3,0,1,1,2,0,0
1203,2,2,1,2,0,1,1,2,1
4794,1,3,3,0,1,0,1,2,1
292,2,3,1,1,2,0,2,1,1
8928,0,3,1,1,2,0,0,2,1
6537,1,1,3,1,0,0,2,2,1
2162,2,1,3,0,0,0,0,0,0
8249,1,4,3,0,1,0,2,0,0
2892,2,0,1,1,2,1,2,2,1
12505,0,4,1,3,2,1,2,1,3
8490,1,4,2,1,0,1,2,2,3
9966,0,2,3,0,2,1,2,2,1
1335,2,2,3,0,1,0,2,2,1
10235,0,2,2,1,2,1,0,0,0
6943,1,0,0,0,2,1,2,1,3
6876,1,1,2,3,2,0,0,2,1
12100,0,4,0,0,0,0,2,1,1
1728,2,1,0,0,0,0,0,2,4
11033,0,1,2,0,0,1,1,0,0
11248,0,0,0,0,0,1,1,1,3
1409,2,2,3,2,0,0,2,0,0
4593,1,3,1,1,0,0,2,2,4
9539,0,2,0,0,2,1,1,0,0
7660,1,0,2,1,1,1,0,1,3
5721,1,2,3,1,1,1,1,2,1
435,2,3,3,0,0,0,2,2,4
8818,0,3,0,3,0,1,1,1,3
644,2,3,3,3,1,1,2,0,0
6415,1,1,1,2,1,0,1,1,3
11563,0,0,1,2,0,0,1,1,3
8175,1,4,1,3,2,0,2,2,3
3174,2,0,3,2,1,0,1,2,3
6774,1,1,2,1,2,0,1,2,3
11099,0,1,2,1,2,1,0,0,0
3081,2,0,3,1,0,0,2,2,1
2697,2,0,0,1,1,1,1,2,3
12330,0,4,1,0,2,0,0,2,1
5246,1,2,0,1,0,0,1,0,0
12548,0,4,3,0,2,0,0,0,0
12718,0,4,3,3,2,1,0,1,3
180,2,3,0,3,2,0,0,2,1
3842,2,4,1,3,0,0,1,0,0
3523,2,4,0,1,0,1,2,1,3
10304,0,2,2,2,1,0,1,0,0
11185,0,1,2,3,0,0,1,1,3
6999,1,0,0,1,2,1,1,2,3
12285,0,4,0,3,2,1,0,2,3
2526,2,1,2,2,1,0,1,2,1
1558,2,2,2,0,1,1,0,1,1
4110,2,4,2,0,0,0,1,2,3
9505,0,2,0,0,0,0,0,1,1
3434,2,0,2,3,2,1,2,0,0
6851,1,1,2,2,1,1,0,0,0
2168,2,1,3,0,0,0,1,0,0
5666,1,2,3,0,1,1,2,0,0
2775,2,0,0,3,2,0,2,2,1
720,2,3,2,1,2,0,0,2,1
1269,2,2,1,3,2,1,0,2,1
5597,1,2,1,3,2,1,1,0,0
3049,2,0,3,0,2,0,1,1,1
11308,0,0,0,1,2,0,2,1,3
2092,2,1,1,2,1,0,2,1,1
10577,0,1,0,3,1,1,0,0,0
1248,2,2,1,3,0,0,1,2,1
2058,2,1,1,2,0,0,1,2,1
881,2,2,0,0,0,1,1,0,0
7071,1,0,0,2,1,1,1,2,3
10245,0,2,2,1,1,0,2,2,1
11211,0,1,2,3,2,1,1,2,3
9628,0,2,0,2,0,1,1,1,3
11773,0,0,3,2,0,0,0,1,3
7827,1,4,0,0,1,1,1,2,3
11688,0,0,3,0,2,0,1,2,3
382,2,3,1,3,0,0,2,1,1
6925,1,0,0,0,0,1,2,1,3
6294,1,1,1,0,2,1,2,2,1
7163,1,0,1,0,2,1,1,0,0
3876,2,4,1,3,1,0,1,2,3
4021,2,4,3,2,2,0,1,1,3
1707,2,2,2,3,2,1,1,2,1
8476,1,4,2,0,1,1,1,1,3
10281,0,2,2,2,2,0,2,2,1
8909,0,3,1,0,1,1,1,0,0
11639,0,0,1,3,2,1,0,0,0
10368,0,1,0,0,0,0,0,2,1
9827,0,2,1,1,1,1,1,0,0
206,2,3,0,3,1,0,1,0,0
8738,0,3,0,1,1,0,1,0,0
9087,0,3,3,0,0,1,1,2,1
3332,2,0,2,1,1,0,0,0,0
222,2,3,1,0,0,0,1,2,1
291,2,3,1,1,2,0,2,2,4
4963,1,3,3,3,1,1,2,1,1
4776,1,3,3,0,2,0,1,2,1
1324,2,2,3,0,2,1,0,1,1
2411,2,1,2,0,2,1,1,0,0
3326,2,0,2,1,2,1,2,0,0
5121,1,3,2,2,1,1,0,2,1
11271,0,0,0,0,1,0,2,2,1
9939,0,2,3,0,0,0,2,2,1
10170,0,2,2,0,2,0,0,2,1
11986,0,0,2,1,1,1,1,1,3
6973,1,0,0,1,0,0,1,1,3
11855,0,0,3,3,2,1,0,0,0
12278,0,4,0,3,2,0,0,0,0
8648,0,3,0,0,0,0,1,0,0
9219,0,3,3,2,1,0,2,2,1
8616,1,4,2,3,2,1,2,2,3
924,2,2,0,1,0,0,1,2,1
2581,2,1,2,3,1,0,1,1,1
955,2,2,0,1,1,0,0,1,1
2358,2,1,3,3,1,0,0,2,1
8374,1,4,3,3,0,0,2,1,3
1107,2,2,1,0,2,1,0,2,4
10688,0,1,1,1,1,1,2,0,0
10411,0,1,0,0,1,0,1,1,3
6739,1,1,2,0,1,0,1,1,3
7050,1,0,0,2,2,1,2,2,3
1274,2,2,1,3,2,1,2,0,0
7614,1,0,2,1,0,0,0,2,1
778,2,3,2,2,2,0,2,1,1
6913,1,0,0,0,0,0,0,1,1
12073,0,0,2,3,2,1,2,1,3
824,2,3,2,3,0,1,2,0,0
170,2,3,0,3,0,0,1,0,0
7601,1,0,2,0,1,0,2,0,0
3863,2,4,1,3,2,1,0,0,0
9949,0,2,3,0,0,1,2,1,1
2419,2,1,2,0,1,0,1,1,1
6518,1,1,3,0,1,0,0,0,0
8261,1,4,3,0,1,1,1,0,0
6153,1,1,0,1,1,1,1,2,3
10710,0,1,1,2,2,0,0,2,3
10973,0,1,3,3,0,1,0,0,0
2629,2,0,0,0,1,0,0,1,1
9857,0,2,1,2,2,1,0,0,0
4285,2,4,2,3,2,0,0,1,3
9265,0,3,3,3,2,1,2,1,3
5033,1,3,2,1,0,1,0,0,0
9126,0,3,3,1,0,0,0,2,1
9340,0,3,2,0,1,1,1,1,3
9142,0,3,3,1,0,1,1,1,3
11474,0,0,1,0,2,0,1,0,0
9547,0,2,0,0,1,0,1,1,1
1511,2,2,3,3,1,1,1,0,0
4580,1,3,1,0,1,0,1,0,0
2593,2,0,0,0,0,0,0,1,1
8021,1,4,1,0,2,1,0,0,0
7662,1,0,2,1,1,1,2,2,3
8453,1,4,2,0,2,1,0,0,0
4473,1,3,0,2,1,1,0,2,1
966,2,2,0,1,1,1,2,2,1
8812,0,3,0,3,0,1,0,1,3
741,2,3,2,1,1,0,2,2,1
1079,2,2,0,3,1,1,1,0,0
329,2,3,1,2,0,0,2,0,0
691,2,3,2,0,1,0,1,1,1
1635,2,2,2,2,0,1,1,2,1
400,2,3,1,3,2,0,2,1,1
11103,0,1,2,1,2,1,1,2,3
8088,1,4,1,1,1,0,1,2,3
8912,0,3,1,1,0,0,0,0,0
39,2,3,0,0,1,0,2,2,4
7052,1,0,0,2,2,1,2,0,0
6336,1,1,1,1,2,0,0,2,1
3599,2,4,0,2,2,1,1,0,0
12711,0,4,3,3,2,0,2,2,3
317,2,3,1,1,1,1,0,0,0
9402,0,3,2,2,0,0,1,2,1
10162,0,2,2,0,0,1,0,1,3
11913,0,0,2,0,2,1,1,2,3
11849,0,0,3,3,2,0,2,0,0
8165,1,4,1,3,0,1,0,0,0
4941,1,3,3,3,2,1,0,2,1
11079,0,1,2,1,0,1,0,2,3
1334,2,2,3,0,1,0,0,0,0
9524,0,2,0,0,2,0,0,0,0
4452,1,3,0,2,2,0,1,2,1
5005,1,3,2,0,1,0,0,1,1
5139,1,3,2,3,0,1,0,2,1
5037,1,3,2,1,0,1,1,2,1
9759,0,2,1,0,1,0,2,2,1
6717,1,1,2,0,2,0,2,2,1
11525,0,0,1,1,2,0,2,0,0
9858,0,2,1,2,2,1,2,2,1
7127,1,0,0,3,1,1,1,0,0
1379,2,2,3,1,2,1,0,0,0
2158,2,1,1,3,1,1,1,1,1
7436,1,0,3,1,1,0,0,0,0
12038,0,0,2,2,1,1,2,0,0
1344,2,2,3,0,1,1,2,2,1
6243,1,1,0,3,2,1,1,2,3
10704,0,1,1,2,0,1,2,2,3
7757,1,0,2,3,2,1,1,0,0
6736,1,1,2,0,1,0,2,1,3
1645,2,2,2,2,2,0,1,1,1
1058,2,2,0,3,2,1,2,0,0
11899,0,0,2,0,2,0,0,1,3
6104,1,1,0,1,0,0,0,0,0
4920,1,3,3,3,0,0,1,2,1
3305,2,0,2,1,0,1,0,0,0
11884,0,0,2,0,0,0,2,1,3
9106,0,3,3,0,2,1,1,1,1
5402,1,2,1,0,0,0,0,0,0
1421,2,2,3,2,0,1,1,0,0
6842,1,1,2,2,1,0,0,0,0
3963,2,4,3,1,2,0,2,2,3
7107,1,0,0,3,2,1,1,2,3
10274,0,2,2,2,0,1,2,0,0
12174,0,4,0,1,2,0,1,2,3
4455,1,3,0,2,2,1,0,2,1
5739,1,2,3,2,0,1,1,2,1
5292,1,2,0,2,0,0,0,2,4
5256,1,2,0,1,2,0,0,2,4
5991,1,2,2,2,1,1,1,2,1
7830,1,4,0,1,0,0,0,2,1
3584,2,4,0,2,2,0,0,0,0
5970,1,2,2,2,2,1,2,2,1
8094,1,4,1,1,1,1,2,2,3
7559,1,0,3,3,1,1,1,0,0
12217,0,4,0,2,0,1,2,1,3
6522,1,1,3,0,1,0,1,2,3
9967,0,2,3,0,2,1,2,1,1
4307,2,4,2,3,1,0,2,0,0
4213,2,4,2,2,0,0,0,1,3
12109,0,4,0,0,0,1,2,1,3
7004,1,0,0,1,1,0,0,0,0
2996,2,0,1,3,2,0,1,0,0
7999,1,4,1,0,0,0,1,1,3
6846,1,1,2,2,1,0,1,2,3
9229,0,3,3,2,1,1,2,1,3
12404,0,4,1,1,1,0,0,0,0
8762,0,3,0,2,0,1,2,0,0
970,2,2,0,1,1,1,1,1,1
12582,0,4,3,1,0,0,0,2,1
2947,2,0,1,2,2,1,2,1,3
3733,2,4,1,1,0,0,1,1,3
8512,1,4,2,1,2,1,1,1,3
10180,0,2,2,0,2,1,0,1,3
3062,2,0,3,0,1,0,0,0,0
1748,2,1,0,0,2,0,0,0,0
4208,2,4,2,1,1,1,2,0,0
9768,0,2,1,0,1,1,2,2,1
12413,0,4,1,1,1,1,0,0,0
5303,1,2,0,2,0,1,0,0,0
9296,0,3,2,0,0,0,1,0,0
8099,1,4,1,1,1,1,1,0,0
2159,2,1,1,3,1,1,1,0,0
2292,2,1,3,2,2,0,1,2,1
7763,1,0,2,3,1,0,2,0,0
78,2,3,0,1,2,0,1,2,1
2440,2,1,2,1,0,1,0,1,1
5629,1,2,3,0,0,1,2,1,1
5830,1,2,3,3,1,1,1,1,1
11256,0,0,0,0,2,0,1,2,3
10610,0,1,1,0,2,0,1,0,0
11712,0,0,3,0,1,1,2,2,3
618,2,3,3,3,2,0,1,2,1
6315,1,1,1,0,1,1,1,2,3
8819,0,3,0,3,0,1,1,0,0
11125,0,1,2,2,0,0,0,1,3
2121,2,1,1,3,0,1,1,2,1
8664,0,3,0,0,2,0,1,2,1
2712,2,0,0,2,0,1,2,2,1
5079,1,3,2,2,0,0,2,2,4
6718,1,1,2,0,2,0,2,1,3
3702,2,4,1,0,2,1,2,2,1
6290,1,1,1,0,2,0,1,0,0
8536,1,4,2,2,0,0,2,1,3
10772,0,1,1,3,2,0,1,0,0
7772,1,0,2,3,1,1,2,0,0
12184,0,4,0,1,2,1,1,1,3
5857,1,2,2,0,2,0,1,1,1
10619,0,1,1,0,2,1,1,0,0
12271,0,4,0,3,0,1,2,1,3
2881,2,0,1,1,2,0,0,1,1
5809,1,2,3,3,2,1,2,1,1
6864,1,1,2,3,0,0,1,2,1
10594,0,1,1,0,0,1,0,1,3
6309,1,1,1,0,1,1,0,2,1
760,2,3,2,2,0,0,2,1,1
5528,1,2,1,2,2,0,0,0,0
8680,0,3,0,0,1,0,2,1,1
8166,1,4,1,3,0,1,2,2,3
12240,0,4,0,2,1,0,0,2,3
7241,1,0,1,2,0,0,2,0,0
346,2,3,1,2,2,0,2,1,1
6370,1,1,1,1,1,1,1,1,3
2511,2,1,2,2,2,1,0,2,1
570,2,3,3,2,2,1,2,2,1
8600,1,4,2,3,0,1,2,0,0
10673,0,1,1,1,2,1,1,0,0
2029,2,1,1,1,2,1,2,1,1
9011,0,3,1,2,1,1,0,0,0
11762,0,0,3,1,1,0,1,0,0
1210,2,2,1,2,2,0,2,1,1
4951,1,3,3,3,1,0,0,1,1
5885,1,2,2,0,1,1,1,0,0
4392,1,3,0,1,2,0,0,2,4
8255,1,4,3,0,1,1,0,0,0
9534,0,2,0,0,2,1,2,2,1
92,2,3,0,1,1,0,0,0,0
4538,1,3,1,0,0,0,0,0,0
3364,2,0,2,2,0,1,1,1,3
4862,1,3,3,2,0,0,0,0,0
10246,0,2,2,1,1,0,2,1,3
4037,2,4,3,2,1,0,2,0,0
8656,0,3,0,0,0,1,1,1,1
7381,1,0,3,0,1,0,0,1,3
3207,2,0,3,3,2,0,2,2,1
8315,1,4,3,1,1,1,1,0,0
9811,0,2,1,1,1,0,0,1,3
1663,2,2,2,2,1,0,1,1,1
5086,1,3,2,2,0,1,0,1,1
11969,0,0,2,1,2,1,1,0,0
5198,1,2,0,0,0,1,2,0,0
60,2,3,0,1,0,0,1,2,1
5113,1,3,2,2,1,0,0,1,1
10905,0,1,3,1,1,1,1,2,3
12111,0,4,0,0,0,1,1,2,3
9392,0,3,2,1,1,1,2,0,0
2386,2,1,2,0,0,1,0,1,1
4325,1,3,0,0,0,0,2,0,0
3035,2,0,3,0,0,1,0,0,0
6636,1,1,3,2,1,1,2,2,1
7070,1,0,0,2,1,1,2,0,0
11326,0,0,0,1,1,0,2,1,3
1318,2,2,3,0,2,0,2,1,1
6643,1,1,3,3,0,0,0,1,1
5723,1,2,3,1,1,1,1,0,0
1287,2,2,1,3,1,1,0,2,1
6687,1,1,3,3,1,1,0,2,1
2577,2,1,2,3,1,0,2,2,1
6586,1,1,3,1,1,1,1,1,3
9842,0,2,1,2,0,1,2,0,0
3020,2,0,1,3,1,1,2,0,0
1632,2,2,2,2,0,1,2,2,1
6256,1,1,0,3,1,1,0,1,3
12606,0,4,3,1,2,0,1,2,3
10336,0,2,2,3,2,0,2,1,3
11983,0,0,2,1,1,1,2,1,3
4833,1,3,3,1,2,1,0,2,1
4379,1,3,0,1,0,0,2,0,0
12074,0,0,2,3,2,1,2,0,0
10581,0,1,0,3,1,1,1,2,3
556,2,3,3,2,0,1,1,1,1
5937,1,2,2,1,1,1,1,2,1
10968,0,1,3,3,0,0,1,2,3
7754,1,0,2,3,2,1,2,0,0
2806,2,0,0,3,1,1,1,1,3
858,2,3,2,3,1,1,2,2,1
12647,0,4,3,2,0,1,0,0,0
5108,1,3,2,2,2,1,2,0,0
4940,1,3,3,3,2,0,1,0,0
4838,1,3,3,1,2,1,2,0,0
7973,1,4,0,3,2,1,1,0,0
12417,0,4,1,1,1,1,1,2,3
1559,2,2,2,0,1,1,0,0,0
4615,1,3,1,1,2,0,1,1,1
630,2,3,3,3,1,0,0,2,1
8123,1,4,1,2,2,0,2,0,0
7904,1,4,0,2,2,0,0,0,0
3734,2,4,1,1,0,0,1,0,0
12955,0,4,2,3,1,1,2,1,3
11920,0,0,2,0,1,0,2,1,3
2035,2,1,1,1,1,0,0,1,1
11530,0,0,1,1,2,1,0,1,3
9315,0,3,2,0,2,1,0,2,1
921,2,2,0,1,0,0,2,2,4
12499,0,4,1,3,2,0,1,1,3
1271,2,2,1,3,2,1,0,0,0
9146,0,3,3,1,2,0,0,0,0
12935,0,4,2,3,2,1,0,0,0
8774,0,3,0,2,2,0,1,0,0
12544,0,4,3,0,0,1,1,1,3
5336,1,2,0,2,1,0,1,0,0
10757,0,1,1,3,0,1,0,0,0
7297,1,0,1,3,0,0,1,1,3
9956,0,2,3,0,2,0,0,0,0
9216,0,3,3,2,1,0,0,2,1
6360,1,1,1,1,1,0,1,2,3
5250,1,2,0,1,0,1,2,2,4
12307,0,4,0,3,1,1,2,1,3
2297,2,1,3,2,2,1,0,0,0
8214,1,4,3,0,0,0,1,2,3
11905,0,0,2,0,2,0,1,1,3
10232,0,2,2,1,2,0,1,0,0
1105,2,2,1,0,2,0,1,1,1
11363,0,0,0,2,2,0,2,0,0
12427,0,4,1,2,0,0,1,1,3
10469,0,1,0,1,1,1,0,0,0
11344,0,0,0,2,0,0,2,1,3
335,2,3,1,2,0,1,0,0,0
6753,1,1,2,1,0,0,2,2,1
8959,0,3,1,1,1,1,2,1,3
10612,0,1,1,0,2,1,0,1,3
10970,0,1,3,3,0,0,1,0,0
6485,1,1,3,0,0,0,2,0,0
11565,0,0,1,2,0,1,0,2,3
2474,2,1,2,1,1,0,1,0,0
7219,1,0,1,1,1,0,0,1,3
7228,1,0,1,1,1,1,0,1,3
10776,0,1,1,3,2,1,2,2,3
10463,0,1,0,1,1,0,2,0,0
5702,1,2,3,1,2,1,2,0,0
7961,1,4,0,3,2,0,2,0,0
4488,1,3,0,3,0,0,1,2,1
2795,2,0,0,3,1,0,2,0,0
9416,0,3,2,2,2,0,0,0,0
7995,1,4,1,0,0,0,2,2,1
10817,0,1,3,0,0,1,1,0,0
3685,2,4,1,0,0,1,2,1,3
4544,1,3,1,0,0,0,1,0,0
6666,1,1,3,3,2,0,1,2,3
7089,1,0,0,3,0,1,1,2,3
596,2,3,3,3,0,0,0,0,0
9869,0,2,1,2,1,0,2,0,0
8566,1,4,2,2,2,1,1,1,3
857,2,3,2,3,1,1,0,0,0
8587,1,4,2,3,0,0,0,1,3
8636,1,4,2,3,1,1,2,0,0
2788,2,0,0,3,2,1,1,1,3
12887,0,4,2,2,2,1,1,0,0
8419,1,4,3,3,1,1,2,1,3
10353,0,2,2,3,1,0,2,2,1
7610,1,0,2,0,1,1,2,0,0
7222,1,0,1,1,1,0,2,1,3
8574,1,4,2,2,1,0,1,2,3
5494,1,2,1,1,1,0,2,1,1
9062,0,3,1,3,1,0,1,0,0
512,2,3,3,1,2,0,1,0,0
5695,1,2,3,1,2,0,1,1,1
12030,0,0,2,2,1,0,1,2,3
5923,1,2,2,1,1,0,0,1,1
6246,1,1,0,3,1,0,0,2,1
7549,1,0,3,3,1,0,1,1,3
5424,1,2,1,0,2,0,1,2,1
2899,2,0,1,1,1,0,0,1,3
1374,2,2,3,1,2,0,1,2,1
7682,1,0,2,2,0,1,2,0,0
5559,1,2,1,2,1,1,1,2,1
8076,1,4,1,1,2,1,2,2,1
4718,1,3,1,3,2,0,0,0,0
8734,0,3,0,1,1,0,2,1,3
2283,2,1,3,2,0,1,1,2,1
3517,2,4,0,1,0,0,1,1,3
5760,1,2,3,2,1,0,0,2,1
9294,0,3,2,0,0,0,1,2,1
9185,0,3,3,2,0,0,2,0,0
12237,0,4,0,2,2,1,1,2,3
3881,2,4,1,3,1,1,0,0,0
11329,0,0,0,1,1,0,1,1,3
1737,2,1,0,0,0,1,0,2,4
2139,2,1,1,3,2,1,1,2,1
6726,1,1,2,0,2,1,2,2,1
8122,1,4,1,2,2,0,2,1,3
12480,0,4,1,3,0,0,1,2,3
814,2,3,2,3,0,0,2,1,1
7703,1,0,2,2,2,1,1,0,0
4753,1,3,3,0,0,0,0,1,1
5930,1,2,2,1,1,0,1,0,0
4699,1,3,1,3,0,0,0,1,1
10638,0,1,1,1,0,0,0,2,1
6578,1,1,3,1,1,0,1,0,0
3117,2,0,3,1,1,0,2,2,1
6953,1,0,0,0,1,0,2,0,0
3160,2,0,3,2,2,1,0,1,3
7811,1,4,0,0,2,1,1,0,0
4002,2,4,3,2,0,0,1,2,3
12310,0,4,0,3,1,1,1,1,3
7134,1,0,1,0,0,0,1,2,3
5319,1,2,0,2,2,1,0,2,1
12508,0,4,1,3,2,1,1,1,3
6183,1,1,0,2,2,1,0,2,1
9517,0,2,0,0,0,1,2,1,1
376,2,3,1,2,1,1,1,1,1
1066,2,2,0,3,1,0,2,1,1
2050,2,1,1,1,1,1,1,1,1
12384,0,4,1,1,2,0,0,2,1
2736,2,0,0,2,1,0,0,2,1
3068,2,0,3,0,1,0,1,0,0
8841,0,3,0,3,1,0,2,2,1
2491,2,1,2,2,0,0,1,1,1
3348,2,0,2,2,0,0,0,2,1
9763,0,2,1,0,1,0,1,1,3
4836,1,3,3,1,2,1,2,2,1
5586,1,2,1,3,2,0,1,2,1
9901,0,2,1,3,2,0,0,1,3
7028,1,0,0,2,0,0,1,0,0
10540,0,1,0,3,0,1,0,1,3
4943,1,3,3,3,2,1,0,0,0
10588,0,1,1,0,0,0,2,1,3
5440,1,2,1,0,1,0,2,1,1
3264,2,0,2,0,2,0,1,2,3
1452,2,2,3,2,1,1,2,2,1
8242,1,4,3,0,2,1,1,1,3
3901,2,4,3,0,0,1,2,1,3
12304,0,4,0,3,1,1,0,1,3
3864,2,4,1,3,2,1,2,2,3
262,2,3,1,0,1,1,0,1,1
1746,2,1,0,0,2,0,0,2,4
6132,1,1,0,1,2,1,2,2,1
4241,2,4,2,2,2,1,0,0,0
9780,0,2,1,1,0,0,1,2,1
5943,1,2,2,2,0,0,2,2,4
5066,1,3,2,1,1,0,1,0,0
5743,1,2,3,2,2,0,0,1,1
6456,1,1,1,3,2,1,2,2,1
5243,1,2,0,1,0,0,2,0,0
1889,2,1,0,2,1,1,1,0,0
8210,1,4,3,0,0,0,0,0,0
5557,1,2,1,2,1,1,2,1,1
8772,0,3,0,2,2,0,1,2,3
11909,0,0,2,0,2,1,0,0,0
9507,0,2,0,0,0,0,2,2,1
467,2,3,3,0,2,1,1,0,0
11729,0,0,3,1,0,1,0,0,0
2670,2,0,0,1,2,0,1,2,1
10452,0,1,0,1,2,1,2,2,1
7019,1,0,0,1,1,1,1,0,0
4918,1,3,3,3,0,0,2,1,1
10611,0,1,1,0,2,1,0,2,1
11342,0,0,0,2,0,0,0,0,0
11443,0,0,0,3,1,1,2,1,3
9353,0,3,2,1,0,1,0,0,0
12346,0,4,1,0,2,1,1,1,3
7378,1,0,3,0,2,1,1,1,3
506,2,3,3,1,2,0,0,0,0
11101,0,1,2,1,2,1,2,1,3
1292,2,2,1,3,1,1,2,0,0
7726,1,0,2,3,0,0,2,1,3
9447,0,3,2,2,1,1,1,2,3
8325,1,4,3,2,0,1,0,2,3
7845,1,4,0,1,0,1,1,2,3
12840,0,4,2,1,1,0,1,2,3
6737,1,1,2,0,1,0,2,0,0
1144,2,2,1,1,0,1,0,1,1
4239,2,4,2,2,2,1,0,2,3
1813,2,1,0,1,2,1,2,1,1
9760,0,2,1,0,1,0,2,1,3
10580,0,1,0,3,1,1,2,0,0
9150,0,3,3,1,2,0,1,2,3
1770,2,1,0,0,1,0,1,2,1
7879,1,4,0,1,1,1,2,1,3
7235,1,0,1,1,1,1,1,0,0
9365,0,3,2,1,2,0,2,0,0
10639,0,1,1,1,0,0,0,1,3
4923,1,3,3,3,0,1,0,2,1
12784,0,4,2,0,1,0,2,1,3
12536,0,4,3,0,0,0,1,0,0
7118,1,0,0,3,1,0,1,0,0
9518,0,2,0,0,0,1,2,0,0
2588,2,1,2,3,1,1,2,0,0
5689,1,2,3,1,2,0,0,1,1
7086,1,0,0,3,0,1,2,2,3
1856,2,1,0,2,2,0,0,0,0
3869,2,4,1,3,2,1,1,0,0
5893,1,2,2,1,0,0,1,1,1
5111,1,3,2,2,2,1,1,0,0
1560,2,2,2,0,1,1,2,2,1
9407,0,3,2,2,0,1,0,0,0
3356,2,0,2,2,0,0,1,0,0
12208,0,4,0,2,0,0,2,1,3
12084,0,0,2,3,1,0,1,2,3
10647,0,1,1,1,0,1,0,2,1
6538,1,1,3,1,0,0,2,1,1
3014,2,0,1,3,1,0,1,0,0
3487,2,4,0,0,2,1,2,1,3
4557,1,3,1,0,2,0,2,2,4
5000,1,3,2,0,2,1,2,0,0
3655,2,4,0,3,1,0,0,1,3
8212,1,4,3,0,0,0,2,1,3
1602,2,2,2,1,1,0,0,2,1
12080,0,0,2,3,1,0,0,0,0
7955,1,4,0,3,0,1,1,0,0
9195,0,3,3,2,0,1,1,2,3
7135,1,0,1,0,0,0,1,1,3
9354,0,3,2,1,0,1,2,2,1
10764,0,1,1,3,2,0,0,2,3
0,2,3,0,0,0,0,0,2,2
6418,1,1,1,2,1,1,0,1,3
11149,0,1,2,2,2,0,1,1,3
10565,0,1,0,3,2,1,1,0,0
6064,1,1,0,0,0,1,1,1,1
9112,0,3,3,0,1,0,2,1,3
3682,2,4,1,0,0,1,0,1,3
10861,0,1,3,1,0,0,1,1,3
5296,1,2,0,2,0,0,2,1,1
2459,2,1,2,1,2,1,0,0,0
3092,2,0,3,1,0,1,2,0,0
3574,2,4,0,2,0,1,0,1,3
10217,0,2,2,1,0,1,0,0,0
3056,2,0,3,0,2,1,2,0,0
7097,1,0,0,3,2,0,2,0,0
10191,0,2,2,0,1,0,2,2,1
3235,2,0,3,3,1,1,2,1,3
11998,0,0,2,2,0,1,0,1,3
7294,1,0,1,3,0,0,2,1,3
11395,0,0,0,3,0,0,0,1,3
4302,2,4,2,3,1,0,0,2,3
2239,2,1,3,1,2,0,1,1,1
363,2,3,1,2,1,0,2,2,1
3272,2,0,2,0,2,1,2,0,0
9588,0,2,0,1,2,1,2,2,1
2830,2,0,1,0,2,0,2,1,1
8044,1,4,1,0,1,1,1,1,3
8470,1,4,2,0,1,1,0,1,3
1099,2,2,1,0,2,0,0,1,1
3027,2,0,3,0,0,0,2,2,1
6266,1,1,1,0,0,0,0,0,0
6389,1,1,1,2,0,1,1,0,0
12642,0,4,3,2,0,0,1,2,3
5683,1,2,3,1,0,1,2,1,1
12828,0,4,2,1,2,1,2,2,3
2359,2,1,3,3,1,0,0,1,1
11901,0,0,2,0,2,0,2,2,3
8880,0,3,1,0,2,0,1,2,1
11783,0,0,3,2,0,1,0,0,0
1208,2,2,1,2,2,0,0,0,0
11049,0,1,2,0,2,1,1,2,3
3,2,3,0,0,0,0,2,2,2
2751,2,0,0,2,1,1,1,2,3
7434,1,0,3,1,1,0,0,2,3
5365,1,2,0,3,2,0,0,1,1
7254,1,0,1,2,2,0,0,2,3
1630,2,2,2,2,0,1,0,1,1
5043,1,3,2,1,2,0,2,2,1
9531,0,2,0,0,2,1,0,2,1
4673,1,3,1,2,2,1,0,0,0
4444,1,3,0,2,0,1,1,1,1
10878,0,1,3,1,2,0,1,2,3
9744,0,2,1,0,2,0,1,2,1
8359,1,4,3,2,1,0,1,1,3
