,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,target
14659,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1
8328,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
16404,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1
10522,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
10374,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0
5496,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
15445,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1
16142,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1
746,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
9436,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0
16113,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1
10105,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,0
5359,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0
4828,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
7757,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
14724,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1
9843,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,0
11997,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
1477,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
11512,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0
1950,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
13709,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1
17395,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1
16392,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1
6483,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
1680,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,0
9487,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
5169,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,0
9212,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
9597,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
2700,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
9263,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
6715,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0
6022,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
10569,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0
2186,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,0
18269,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1
2997,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0
3211,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15663,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,1
18023,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,1
2104,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
16520,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1
4630,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
6301,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
3927,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
9432,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0
16413,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1
7778,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
6835,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
7690,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0
8295,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,0
5166,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
15176,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1
12524,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1
1363,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,0
17934,1.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,1
17604,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1
3836,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16731,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1
11376,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
15735,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1
11378,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,0
17506,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1
12092,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0
14068,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,1
8627,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
11241,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
15864,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1
13694,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1
5308,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
2083,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
10938,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
7604,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
8685,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
2598,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0
4056,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
10854,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
2876,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
7113,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0
15489,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
9525,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0
16308,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1
3752,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
2312,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0
12679,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,1
11795,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
1002,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0
3215,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
10510,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0
9282,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,0
9340,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0
16172,2.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1
6747,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
14817,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1
18382,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1
18940,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1
1092,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
16518,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1
6397,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
5284,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
8141,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16582,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1
5991,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
11224,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
13613,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1
1984,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
8622,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
16132,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,1
12628,3.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1
9644,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
13532,1.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,0.0,1
4649,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0
8129,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0
1537,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,0
7566,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0
4022,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
13794,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1
11140,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
471,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
7249,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0
12252,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,0
9270,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0
8324,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
3034,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0
8694,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
17101,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1
9614,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0
3369,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,4.0,0
7381,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
7286,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
4961,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0
18838,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1
1339,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
3912,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
2974,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,0
3347,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0
3770,1.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0
17888,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1
8861,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,0
10096,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0
2114,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0
11020,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
17854,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7698,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
5405,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
6765,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0
1504,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0
6063,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
11091,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0
11998,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
17322,2.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,1
5050,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0
12141,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
18538,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1
7042,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
9006,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
11265,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
15843,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1
16623,3.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,4.0,2.0,1
7469,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0
7708,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
13239,3.0,0.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,2.0,1
15161,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,1
13272,2.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1
8950,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,0
10172,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0
3617,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,1.0,0.0,0
313,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
7933,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,0
9481,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0
1381,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
13205,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1
8552,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
17825,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14978,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1
10898,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0
9145,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,0
12855,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,1
4943,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
6720,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
4068,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
1029,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
12496,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1
3526,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
8962,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0
6557,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
1650,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,0
4166,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
887,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
6712,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
1800,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
17620,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1
9790,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
11833,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0
13114,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1
2952,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0
1052,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0
17810,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1
4113,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
13834,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,1
1882,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
2762,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0
17664,2.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,1
1047,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
2857,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
18515,2.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1
17642,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1
17192,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,1
6735,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0
1237,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0
10183,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0
326,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0
8956,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
15575,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1730,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
3901,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
6013,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,0
8196,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
12773,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1
12384,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,1
14696,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1
4597,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
15279,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1
4441,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
18927,1.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,1
13986,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,1
3867,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0
12064,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0
3418,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
2622,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4595,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
2567,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
9582,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
4512,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
11368,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0
17256,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1
10962,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0
12810,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,1
6547,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
3908,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
8323,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
8990,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0
8201,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0
1915,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
1107,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0
16491,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1
12558,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1
147,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
4366,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0
4988,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0
2912,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0
1760,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
18985,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,1
10504,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
7292,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
1744,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
16446,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1
11521,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
12596,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1
14889,1.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,1
11634,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
7532,1.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,0
17696,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
332,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
6763,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0
7228,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
2468,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
1627,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
6659,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
18016,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1
18534,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1
15311,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,1
4347,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
5025,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
18736,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1
533,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
12356,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
8450,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
6698,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
3732,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
10666,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
18679,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1
11480,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11862,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
2098,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
18423,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1
5262,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,0
10512,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
7213,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,0
16529,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1
15008,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1
5418,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16774,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,4.0,1
1235,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,0
5193,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
13900,1.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,4.0,3.0,1
11734,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
10447,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,0
4825,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0
18816,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1
17660,2.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,1
1578,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
477,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
7821,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
12163,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
16954,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,1
257,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
17801,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,1
422,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
