,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,target
3369,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
1522,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0
784,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3167,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1255,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0
2452,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
194,2.0,3.0,3.0,2.0,4.0,3.0,0.0,0
1210,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
3136,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
777,3.0,4.0,4.0,3.0,3.0,3.0,1.0,0
983,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
84,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
867,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
38,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0
2848,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1
3187,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3316,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1463,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
72,3.0,4.0,4.0,3.0,3.0,3.0,4.0,0
2272,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1
1061,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
675,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
946,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2761,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
690,4.0,4.0,4.0,4.0,3.0,4.0,1.0,0
3166,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1
1488,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1610,3.0,3.0,3.0,2.0,4.0,3.0,3.0,0
169,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0
3729,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1
3423,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
3070,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
1133,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2339,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1
2711,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
485,3.0,2.0,2.0,3.0,2.0,3.0,3.0,0
2201,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1774,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
359,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2359,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
771,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2309,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
868,3.0,3.0,3.0,2.0,4.0,3.0,4.0,0
282,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
2861,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
1085,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1042,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2840,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
3256,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1318,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
2351,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
933,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1705,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
498,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
2021,1.0,2.0,2.0,1.0,4.0,1.0,0.0,1
1883,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1
2992,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3455,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1083,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0
3002,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3130,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3091,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1
2635,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1
3183,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
658,2.0,3.0,2.0,3.0,2.0,2.0,1.0,0
1435,2.0,2.0,3.0,2.0,4.0,2.0,3.0,0
2488,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2096,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
1481,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2821,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
3391,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1
414,3.0,3.0,3.0,2.0,4.0,3.0,1.0,0
2470,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2097,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2250,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1
313,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
155,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
1062,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2134,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
1477,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
561,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1034,1.0,2.0,2.0,1.0,4.0,1.0,3.0,0
636,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3407,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1
781,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
2179,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2445,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3527,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1
2806,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
7,3.0,4.0,4.0,3.0,3.0,4.0,2.0,0
3127,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1532,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1909,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1
1222,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
3796,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
191,3.0,4.0,4.0,3.0,3.0,3.0,4.0,0
281,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0
544,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1776,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
1820,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
2651,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
824,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0
635,3.0,4.0,3.0,3.0,3.0,3.0,4.0,0
2732,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1
720,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
1128,3.0,3.0,3.0,4.0,2.0,3.0,2.0,0
3661,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1
1346,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
3738,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
949,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
2321,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1
1115,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0
1989,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3050,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
3511,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1
2091,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1
1049,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
2604,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1
264,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0
292,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0
904,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
567,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0
2763,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
1949,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
1177,4.0,4.0,3.0,4.0,2.0,4.0,1.0,0
3634,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1269,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0
449,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
2032,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
1335,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
1084,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2652,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3006,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3706,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
1386,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
3749,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
3496,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
2277,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3676,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1415,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
256,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0
1806,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1570,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
3253,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
966,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
1189,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
3701,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1058,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0
2751,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
3501,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
914,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
173,4.0,4.0,4.0,3.0,3.0,4.0,1.0,0
2647,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
2594,1.0,0.0,0.0,1.0,2.0,1.0,4.0,1
2047,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2489,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
793,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
132,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
2164,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
723,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3626,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
44,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
1338,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0
1301,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
30,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1213,4.0,4.0,4.0,3.0,3.0,4.0,1.0,0
3594,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2674,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1
1797,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1149,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1615,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0
2735,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1
587,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0
1579,3.0,4.0,3.0,4.0,2.0,4.0,2.0,0
2095,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1
1007,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
992,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
1048,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
1347,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
2424,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1721,1.0,2.0,2.0,1.0,4.0,1.0,0.0,1
2120,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1
2575,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
2867,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
3625,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
2319,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3405,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1
2875,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
1225,3.0,4.0,4.0,3.0,3.0,3.0,1.0,0
2312,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
2116,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
348,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1687,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
3509,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
1198,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
1392,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2279,1.0,2.0,2.0,2.0,3.0,2.0,0.0,1
3420,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1
767,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3772,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1
2233,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1555,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
1950,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
920,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2304,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1203,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0
271,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0
267,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1110,3.0,4.0,4.0,3.0,4.0,3.0,1.0,0
223,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
2709,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
938,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1037,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0
1279,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
2458,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1
3137,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
341,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
2457,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
395,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3515,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
217,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
2578,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1904,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3463,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
462,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
3233,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1
1625,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
2953,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
494,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0
2853,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
417,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
2128,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
3679,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2512,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1090,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
2332,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1
157,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
1035,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2126,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
137,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2998,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
695,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2825,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
3348,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1
413,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
985,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
730,3.0,4.0,4.0,2.0,4.0,3.0,0.0,0
2192,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
73,2.0,2.0,3.0,2.0,4.0,2.0,0.0,0
2302,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3648,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2043,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
2980,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
634,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
731,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3280,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1
2653,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
2988,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1
2507,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1
3294,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1
2766,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1810,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
1878,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
925,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0
2716,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
297,3.0,3.0,3.0,4.0,2.0,4.0,3.0,0
2734,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
2691,2.0,2.0,1.0,4.0,1.0,2.0,3.0,1
758,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2131,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
2019,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1
324,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2633,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2572,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
700,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
326,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
2239,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
1533,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
314,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
128,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
630,3.0,3.0,2.0,4.0,1.0,3.0,2.0,0
3554,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
3788,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1
1612,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
1229,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
1204,2.0,3.0,2.0,3.0,2.0,3.0,1.0,0
1576,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3598,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
491,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3412,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1
2235,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
3403,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
2014,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
3010,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1
2931,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1
1172,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3448,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1
2909,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2678,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
885,1.0,2.0,2.0,2.0,4.0,1.0,0.0,0
2702,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1
50,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2269,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
398,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
1081,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2342,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
88,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2185,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1535,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
3208,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1
3631,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1
3385,1.0,1.0,0.0,3.0,0.0,1.0,4.0,1
1637,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1
3716,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
2243,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
2419,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
1261,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
3580,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
1253,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
3062,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2407,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1
2542,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
408,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
1039,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
3713,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1
1519,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1105,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0
3096,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1
3366,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1
535,2.0,2.0,3.0,2.0,3.0,2.0,3.0,0
3374,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1
3151,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1
333,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
77,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1131,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
2390,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
3101,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
361,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3013,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
9,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1589,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3259,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1383,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
97,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
629,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1336,2.0,3.0,3.0,1.0,4.0,2.0,3.0,0
1457,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3112,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
478,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
3178,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
3044,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1
3201,0.0,1.0,1.0,1.0,3.0,0.0,4.0,1
2328,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3668,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
325,3.0,3.0,3.0,2.0,4.0,3.0,1.0,0
2696,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
393,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
866,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0
2242,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
277,4.0,4.0,3.0,4.0,2.0,4.0,2.0,0
1181,3.0,3.0,3.0,4.0,2.0,3.0,2.0,0
588,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
2991,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
1406,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0
3222,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
2775,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
530,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0
3415,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
210,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
214,2.0,3.0,2.0,3.0,2.0,3.0,1.0,0
605,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3583,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
1101,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0
3556,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1448,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3660,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
2668,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1
3800,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
3041,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1
487,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0
100,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
2519,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1
3523,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
3375,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1
2244,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2494,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3108,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
286,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
3715,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1
1597,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
580,3.0,4.0,4.0,2.0,4.0,3.0,1.0,0
2776,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1
1288,2.0,3.0,3.0,2.0,4.0,3.0,1.0,0
948,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
3078,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1
3524,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1
1026,3.0,3.0,3.0,4.0,3.0,3.0,1.0,0
2486,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1
2845,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
481,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2914,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1
2288,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1
2658,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
952,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0
1032,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3016,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1
2782,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2892,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
76,2.0,3.0,2.0,3.0,3.0,2.0,2.0,0
2826,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1
3452,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
3248,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1973,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2293,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3681,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3771,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2833,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1312,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2037,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2879,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2905,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
375,3.0,4.0,4.0,2.0,4.0,3.0,0.0,0
1201,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2018,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3600,1.0,0.0,0.0,2.0,2.0,1.0,3.0,1
